,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,TotalIncometrainlog,LoanAmountlog,LoanStatus
576,LP002872,1,1,0,0,0,3087,360.0,0.0,1,8.574895901544526,4.912654885736052,0
577,LP002874,1,0,0,0,0,3229,360.0,1.0,2,8.694167141883597,4.700480365792417,1
578,LP002877,1,1,1,0,0,1782,360.0,1.0,0,8.297543529356284,4.672828834461906,1
579,LP002888,1,0,0,0,0,3182,360.0,1.0,2,8.715880102296456,5.081404364984463,1
580,LP002892,1,1,2,0,0,6540,360.0,1.0,1,8.785692444451245,5.3230099791384085,1
581,LP002893,1,0,0,0,0,1836,360.0,1.0,2,10.482149379105689,4.499809670330265,0
582,LP002894,0,1,0,0,0,3166,360.0,1.0,1,8.060224240440958,3.58351893845611,1
583,LP002898,1,1,1,0,0,1880,360.0,1.0,0,7.539027055823995,4.110873864173311,0
584,LP002911,1,1,1,0,0,2787,360.0,0.0,0,8.456168489578463,4.983606621708336,0
585,LP002912,1,1,1,0,0,4283,84.0,1.0,0,8.893298144217916,5.147494476813453,0
586,LP002916,1,1,0,0,0,2297,360.0,1.0,2,8.247743887225516,4.6443908991413725,1
587,LP002917,0,0,0,1,0,2165,360.0,1.0,1,7.68017564043659,4.248495242049359,1
588,LP002925,1,0,0,0,0,4750,360.0,1.0,1,8.465899897028686,4.543294782270004,1
589,LP002926,1,1,2,0,1,2726,360.0,0.0,1,7.9105906122564775,4.663439094112067,0
590,LP002928,1,1,0,0,0,3000,180.0,1.0,1,8.766550149546351,4.02535169073515,1
591,LP002931,1,1,2,0,1,6000,240.0,1.0,1,8.699514748210191,5.3230099791384085,0
592,LP002933,1,0,3,0,1,9357,360.0,1.0,1,9.143880005275912,5.676753802268282,1
593,LP002936,1,1,0,0,0,3859,180.0,1.0,0,8.876125585396185,4.955827057601261,1
594,LP002938,1,1,0,0,1,16120,360.0,1.0,2,9.68781601606062,5.560681631015528,1
595,LP002940,1,0,0,1,0,3833,360.0,1.0,0,8.251403065380556,4.700480365792417,1
596,LP002941,1,1,2,1,1,6383,360.0,1.0,0,8.906935339059165,5.231108616854587,0
597,LP002943,1,0,0,0,0,2987,360.0,0.0,1,8.00202481821611,4.477336814478207,0
598,LP002945,1,1,0,0,1,9963,360.0,1.0,0,9.206633510044856,5.19295685089021,1
599,LP002948,1,1,2,0,0,5780,360.0,1.0,2,8.662158961666423,5.2574953720277815,1
600,LP002949,0,0,3,0,0,416,180.0,1.0,2,10.647399137646048,5.857933154483459,0
601,LP002950,1,1,0,1,0,2894,360.0,1.0,0,8.645762292210945,5.043425116919247,1
602,LP002953,1,1,3,0,0,5703,360.0,1.0,2,8.648747631156539,4.852030263919617,1
603,LP002958,1,0,0,0,0,3676,360.0,1.0,0,8.984317679911129,5.147494476813453,1
604,LP002959,0,1,1,0,0,12000,360.0,1.0,1,9.392661928770137,6.206575926724928,1
605,LP002960,1,1,0,1,0,2400,180.0,1.0,2,8.732304571033183,4.986425672954842,0
606,LP002961,1,1,1,0,0,3400,360.0,1.0,1,8.68270762989381,5.153291594497779,1
607,LP002964,1,1,2,1,0,3987,360.0,1.0,0,8.59378379357795,5.056245805348308,1
608,LP002974,1,1,0,0,0,3232,360.0,1.0,0,8.552946361122055,4.68213122712422,1
609,LP002978,0,0,0,0,0,2900,360.0,1.0,0,7.9724660159745655,4.2626798770413155,1
610,LP002979,1,1,3,0,0,4106,180.0,1.0,0,8.32020459757888,3.6888794541139363,1
611,LP002983,1,1,1,0,0,8072,360.0,1.0,2,9.025455532779063,5.53338948872752,1
612,LP002984,1,1,2,0,0,7583,360.0,1.0,2,8.933664178700935,5.231108616854587,1
613,LP002990,0,0,0,0,1,4583,360.0,0.0,1,8.430109084509125,4.890349128221754,0
